20060403	931	6.32	6.28	6.32	78810
20060403	932	6.32	6.32	6.32	18800
20060403	933	6.33	6.32	6.33	10300
20060403	934	6.35	6.33	6.35	21200
20060403	935	6.36	6.34	6.35	25950
20060403	936	6.37	6.35	6.36	33315
20060403	937	6.37	6.36	6.37	42800
20060403	938	6.38	6.36	6.38	28425
20060403	939	6.38	6.36	6.38	17487
20060403	940	6.39	6.38	6.39	 3800
20060403	941	6.40	6.39	6.39	20500
20060403	942	6.39	6.38	6.38	14900
20060403	943	6.38	6.37	6.37	30300
20060403	944	6.37	6.36	6.37	 8300
20060403	945	6.37	6.35	6.35	120850
20060403	946	6.36	6.35	6.35	31285
20060403	947	6.36	6.35	6.36	37700
20060403	948	6.36	6.35	6.36	27000
20060403	949	6.36	6.35	6.35	35200
20060403	950	6.35	6.34	6.35	52195
20060403	951	6.35	6.33	6.34	49080
20060403	952	6.35	6.33	6.35	67020
20060403	953	6.35	6.34	6.34	68400
20060403	954	6.35	6.34	6.34	45200
20060403	955	6.35	6.33	6.33	68980
20060403	956	6.34	6.32	6.34	34110
20060403	957	6.34	6.33	6.33	29840
20060403	958	6.34	6.32	6.32	36320
20060403	959	6.33	6.31	6.32	82000
20060403	1000	6.32	6.31	6.32	32600
20060403	1001	6.32	6.31	6.31	53330
20060403	1002	6.30	6.29	6.29	93190
20060403	1003	6.30	6.29	6.29	149565
20060403	1004	6.31	6.30	6.31	29340
20060403	1005	6.32	6.30	6.31	14900
20060403	1006	6.32	6.31	6.32	16100
20060403	1007	6.32	6.30	6.30	43800
20060403	1008	6.32	6.30	6.31	21312
20060403	1009	6.32	6.31	6.31	16842
20060403	1010	6.32	6.31	6.31	67300
20060403	1011	6.32	6.31	6.31	31700
20060403	1012	6.33	6.32	6.33	48870
20060403	1013	6.33	6.32	6.33	44675
20060403	1014	6.35	6.34	6.35	52490
20060403	1015	6.36	6.34	6.35	60791
20060403	1016	6.37	6.36	6.37	36700
20060403	1017	6.38	6.37	6.38	44680
20060403	1018	6.40	6.38	6.40	79193
20060403	1019	6.41	6.38	6.41	109840
20060403	1020	6.41	6.40	6.40	56200
20060403	1021	6.41	6.40	6.41	130300
20060403	1022	6.40	6.39	6.40	37700
20060403	1023	6.40	6.39	6.39	44710
20060403	1024	6.40	6.38	6.39	56990
20060403	1025	6.39	6.38	6.38	32310
20060403	1026	6.38	6.37	6.37	26339
20060403	1027	6.38	6.37	6.38	17480
20060403	1028	6.38	6.38	6.38	33460
20060403	1029	6.39	6.38	6.38	10490
20060403	1030	6.40	6.38	6.40	73000
20060403	1031	6.40	6.39	6.40	110590
20060403	1032	6.42	6.40	6.42	118832
20060403	1033	6.44	6.42	6.44	132050
20060403	1034	6.46	6.45	6.46	149744
20060403	1035	6.47	6.45	6.45	151400
20060403	1036	6.46	6.45	6.45	181456
20060403	1037	6.45	6.44	6.44	93600
20060403	1038	6.44	6.41	6.41	89030
20060403	1039	6.43	6.42	6.42	 9300
20060403	1040	6.44	6.43	6.43	53500
20060403	1041	6.43	6.42	6.42	62100
20060403	1042	6.42	6.41	6.42	22100
20060403	1043	6.42	6.40	6.42	117095
20060403	1044	6.43	6.42	6.43	18400
20060403	1045	6.43	6.42	6.43	32700
